,old_name,new_name,status,note,old_folder
893,02100195.JPG,Hbwtr_w3_20210210_115830.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
894,02110197.JPG,Hbwtr_w3_20210211_115830.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
895,02120199.JPG,Hbwtr_w3_20210212_115829.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
896,02130201.JPG,Hbwtr_w3_20210213_115829.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
897,02140203.JPG,Hbwtr_w3_20210214_115829.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
898,02150205.JPG,Hbwtr_w3_20210215_115828.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
899,02160207.JPG,Hbwtr_w3_20210216_115828.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
900,02170209.JPG,Hbwtr_w3_20210217_115827.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
901,02180211.JPG,Hbwtr_w3_20210218_115827.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
902,02190213.JPG,Hbwtr_w3_20210219_115826.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
903,02200215.JPG,Hbwtr_w3_20210220_115826.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
904,02210217.JPG,Hbwtr_w3_20210221_115825.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
905,02220220.JPG,Hbwtr_w3_20210222_120325.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
906,02230221.JPG,Hbwtr_w3_20210223_115825.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
907,02240223.JPG,Hbwtr_w3_20210224_115824.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
908,02250225.JPG,Hbwtr_w3_20210225_115824.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
909,02260227.JPG,Hbwtr_w3_20210226_115823.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
910,02270229.JPG,Hbwtr_w3_20210227_115823.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
911,02280231.JPG,Hbwtr_w3_20210228_115823.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
912,03010233.JPG,Hbwtr_w3_20210301_115822.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
913,03020235.JPG,Hbwtr_w3_20210302_115822.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
914,03030237.JPG,Hbwtr_w3_20210303_115821.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
915,03040239.JPG,Hbwtr_w3_20210304_115821.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
916,03050241.JPG,Hbwtr_w3_20210305_115820.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
917,03060243.JPG,Hbwtr_w3_20210306_115820.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
918,03070245.JPG,Hbwtr_w3_20210307_115820.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
919,03080247.JPG,Hbwtr_w3_20210308_115819.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
920,03090249.JPG,Hbwtr_w3_20210309_115819.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
921,03100251.JPG,Hbwtr_w3_20210310_115818.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
922,03110253.JPG,Hbwtr_w3_20210311_115818.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
923,03120255.JPG,Hbwtr_w3_20210312_115817.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
924,03130257.JPG,Hbwtr_w3_20210313_115817.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
925,03140259.JPG,Hbwtr_w3_20210314_115816.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
926,03150261.JPG,Hbwtr_w3_20210315_115816.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
927,03160263.JPG,Hbwtr_w3_20210316_115816.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
928,03170265.JPG,Hbwtr_w3_20210317_115815.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
929,03180267.JPG,Hbwtr_w3_20210318_115815.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
930,03190269.JPG,Hbwtr_w3_20210319_115814.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
931,03200271.JPG,Hbwtr_w3_20210320_115814.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
932,03210273.JPG,Hbwtr_w3_20210321_115813.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
933,03220275.JPG,Hbwtr_w3_20210322_115813.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
934,03230277.JPG,Hbwtr_w3_20210323_115812.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
935,03240280.JPG,Hbwtr_w3_20210324_115812.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
936,03250283.JPG,Hbwtr_w3_20210325_115811.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
937,03260285.JPG,Hbwtr_w3_20210326_115811.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
938,03270287.JPG,Hbwtr_w3_20210327_115810.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
939,03280289.JPG,Hbwtr_w3_20210328_115810.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
940,03290291.JPG,Hbwtr_w3_20210329_115810.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
941,03300293.JPG,Hbwtr_w3_20210330_115809.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
942,03310295.JPG,Hbwtr_w3_20210331_115809.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
943,04010297.JPG,Hbwtr_w3_20210401_115808.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
944,04020299.JPG,Hbwtr_w3_20210402_115808.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
945,04030301.JPG,Hbwtr_w3_20210403_115807.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
946,04040303.JPG,Hbwtr_w3_20210404_115807.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
947,04050305.JPG,Hbwtr_w3_20210405_115806.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
948,04060307.JPG,Hbwtr_w3_20210406_115806.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
949,04070309.JPG,Hbwtr_w3_20210407_115805.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
950,04080311.JPG,Hbwtr_w3_20210408_115805.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
951,04090313.JPG,Hbwtr_w3_20210409_115804.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
952,04100315.JPG,Hbwtr_w3_20210410_115804.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
953,04110317.JPG,Hbwtr_w3_20210411_115803.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
954,04120320.JPG,Hbwtr_w3_20210412_120003.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
955,04130322.JPG,Hbwtr_w3_20210413_120002.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
956,04140324.JPG,Hbwtr_w3_20210414_120002.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
957,04150326.JPG,Hbwtr_w3_20210415_120001.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
958,04160328.JPG,Hbwtr_w3_20210416_120001.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
959,04170330.JPG,Hbwtr_w3_20210417_120000.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
960,04180332.JPG,Hbwtr_w3_20210418_120000.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
961,04190334.JPG,Hbwtr_w3_20210419_115959.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
962,04200336.JPG,Hbwtr_w3_20210420_115959.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
963,04210338.JPG,Hbwtr_w3_20210421_115958.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
964,04220340.JPG,Hbwtr_w3_20210422_115958.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
965,04220341.JPG,Hbwtr_w3_20210422_120458.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
966,04230342.JPG,Hbwtr_w3_20210423_115957.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
967,04230343.JPG,Hbwtr_w3_20210423_120457.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
968,04240344.JPG,Hbwtr_w3_20210424_115957.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
969,04250347.JPG,Hbwtr_w3_20210425_115956.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
970,04260349.JPG,Hbwtr_w3_20210426_115956.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
971,04270351.JPG,Hbwtr_w3_20210427_115955.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
972,04280353.JPG,Hbwtr_w3_20210428_115955.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
973,04290355.JPG,Hbwtr_w3_20210429_115954.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
974,04300357.JPG,Hbwtr_w3_20210430_115954.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
975,05010359.JPG,Hbwtr_w3_20210501_115953.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
976,05020361.JPG,Hbwtr_w3_20210502_115953.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
977,05030363.JPG,Hbwtr_w3_20210503_115952.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
978,05040365.JPG,Hbwtr_w3_20210504_115952.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
979,05050367.JPG,Hbwtr_w3_20210505_115951.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
980,05060369.JPG,Hbwtr_w3_20210506_115951.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
981,05070371.JPG,Hbwtr_w3_20210507_115950.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
982,05080373.JPG,Hbwtr_w3_20210508_115950.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
983,05090375.JPG,Hbwtr_w3_20210509_115949.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
984,desktop.ini,,error,Not image file,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W3 GC channel 11-7-20 thru 5-9-21
985,05100002.JPG,Hbwtr_w2_20210510_115834.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
986,05110005.JPG,Hbwtr_w2_20210511_120331.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
987,05120007.JPG,Hbwtr_w2_20210512_120328.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
988,05130008.JPG,Hbwtr_w2_20210513_115825.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
989,05140010.JPG,Hbwtr_w2_20210514_115823.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
990,05150012.JPG,Hbwtr_w2_20210515_115820.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
991,05160014.JPG,Hbwtr_w2_20210516_115817.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
992,05170017.JPG,Hbwtr_w2_20210517_115814.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
993,05180019.JPG,Hbwtr_w2_20210518_115811.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
994,05190021.JPG,Hbwtr_w2_20210519_115808.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
995,05200024.JPG,Hbwtr_w2_20210520_120306.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
996,05210025.JPG,Hbwtr_w2_20210521_115803.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
997,05220028.JPG,Hbwtr_w2_20210522_120000.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
998,05230031.JPG,Hbwtr_w2_20210523_120457.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
999,05240034.JPG,Hbwtr_w2_20210524_120454.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1000,05250036.JPG,Hbwtr_w2_20210525_120451.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1001,05260037.JPG,Hbwtr_w2_20210526_115949.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1002,05270039.JPG,Hbwtr_w2_20210527_115946.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1003,05280041.JPG,Hbwtr_w2_20210528_115943.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1004,05290043.JPG,Hbwtr_w2_20210529_115940.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1005,05300046.JPG,Hbwtr_w2_20210530_115938.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1006,05310048.JPG,Hbwtr_w2_20210531_115935.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1007,06010050.JPG,Hbwtr_w2_20210601_115932.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1008,06020053.JPG,Hbwtr_w2_20210602_120429.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1009,06030054.JPG,Hbwtr_w2_20210603_115926.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1010,06040057.JPG,Hbwtr_w2_20210604_120424.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1011,06050058.JPG,Hbwtr_w2_20210605_115921.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1012,06060060.JPG,Hbwtr_w2_20210606_115918.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1013,06070065.JPG,Hbwtr_w2_20210607_120415.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1014,06080068.JPG,Hbwtr_w2_20210608_115912.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1015,06090070.JPG,Hbwtr_w2_20210609_115909.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1016,06100072.JPG,Hbwtr_w2_20210610_115907.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1017,06110074.JPG,Hbwtr_w2_20210611_115904.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1018,06120077.JPG,Hbwtr_w2_20210612_120401.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1019,06130079.JPG,Hbwtr_w2_20210613_120358.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1020,06140081.JPG,Hbwtr_w2_20210614_120355.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1021,06150083.JPG,Hbwtr_w2_20210615_115853.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1022,06160086.JPG,Hbwtr_w2_20210616_120350.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1023,06170088.JPG,Hbwtr_w2_20210617_120347.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1024,06180089.JPG,Hbwtr_w2_20210618_115844.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1025,06190091.JPG,Hbwtr_w2_20210619_115841.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1026,06200093.JPG,Hbwtr_w2_20210620_115839.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1027,06210097.JPG,Hbwtr_w2_20210621_120336.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1028,06220098.JPG,Hbwtr_w2_20210622_115833.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
1029,06230101.JPG,Hbwtr_w2_20210623_120330.JPG,renamed,,/content/drive/MyDrive/2_Camera Trap photos/COPY of data for script/Newly_uploaded_data/W2 GC Channel 5-10-21 thru 11-1-21
